number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
16,0.051095890410958904,2025-10-19 15:18:39.598932,2025-10-19 15:19:00.342445,0 days 00:00:20.743513,True,7,50,30,85,200,COMPLETE
17,0.049562289562289565,2025-10-19 15:19:00.343209,2025-10-19 15:19:09.414150,0 days 00:00:09.070941,True,3,40,10,110,200,COMPLETE
18,0.04762816829470727,2025-10-19 15:19:09.415648,2025-10-19 15:19:26.805233,0 days 00:00:17.389585,True,5,70,25,35,150,COMPLETE
19,0.27345454545454545,2025-10-19 15:19:26.805573,2025-10-19 15:19:35.355669,0 days 00:00:08.550096,True,1,60,15,60,300,COMPLETE
20,0.04781438277143956,2025-10-19 15:19:35.356827,2025-10-19 15:19:56.400225,0 days 00:00:21.043398,True,5,50,25,135,250,COMPLETE
21,0.27365356622998543,2025-10-19 15:19:56.400883,2025-10-19 15:20:02.438129,0 days 00:00:06.037246,True,1,50,15,35,250,COMPLETE
22,0.27365356622998543,2025-10-19 15:20:02.439318,2025-10-19 15:20:08.899105,0 days 00:00:06.459787,True,1,50,20,35,250,COMPLETE
23,0.04899154629567996,2025-10-19 15:20:08.900209,2025-10-19 15:20:22.078122,0 days 00:00:13.177913,True,3,40,15,35,300,COMPLETE
24,0.3704474505723205,2025-10-19 15:20:22.078477,2025-10-19 15:20:26.548660,0 days 00:00:04.470183,True,1,30,10,85,250,COMPLETE
25,0.04972301040399946,2025-10-19 15:20:26.550200,2025-10-19 15:20:33.769309,0 days 00:00:07.219109,True,3,30,10,85,200,COMPLETE
26,0.32630614115490375,2025-10-19 15:20:33.770083,2025-10-19 15:20:37.313255,0 days 00:00:03.543172,True,1,30,10,110,200,COMPLETE
27,0.047682965803771175,2025-10-19 15:20:37.314402,2025-10-19 15:20:50.766299,0 days 00:00:13.451897,True,7,30,10,110,200,COMPLETE
28,0.04969279589494295,2025-10-19 15:20:50.767013,2025-10-19 15:20:59.858233,0 days 00:00:09.091220,True,3,30,10,85,250,COMPLETE
29,0.32630614115490375,2025-10-19 15:20:59.859253,2025-10-19 15:21:03.320342,0 days 00:00:03.461089,True,1,30,10,110,200,COMPLETE
30,0.04741927281973048,2025-10-19 15:21:03.321232,2025-10-19 15:21:27.953611,0 days 00:00:24.632379,True,9,30,10,60,300,COMPLETE
31,0.32630614115490375,2025-10-19 15:21:27.954139,2025-10-19 15:21:31.591799,0 days 00:00:03.637660,True,1,30,10,110,200,COMPLETE
32,0.32630614115490375,2025-10-19 15:21:31.593010,2025-10-19 15:21:35.190953,0 days 00:00:03.597943,True,1,30,10,110,200,COMPLETE
33,0.32393084622383983,2025-10-19 15:21:35.192027,2025-10-19 15:21:38.435789,0 days 00:00:03.243762,True,1,40,15,85,150,COMPLETE
34,0.3704474505723205,2025-10-19 15:21:38.436807,2025-10-19 15:21:43.023695,0 days 00:00:04.586888,True,1,30,10,110,250,COMPLETE
35,0.04969279589494295,2025-10-19 15:21:43.024713,2025-10-19 15:21:51.745511,0 days 00:00:08.720798,True,3,30,15,85,250,COMPLETE
36,0.3317800559179869,2025-10-19 15:21:51.746160,2025-10-19 15:21:57.081349,0 days 00:00:05.335189,True,1,40,10,110,250,COMPLETE
37,0.3317800559179869,2025-10-19 15:21:57.082371,2025-10-19 15:22:02.604572,0 days 00:00:05.522201,True,1,40,20,85,250,COMPLETE
38,0.3308550185873606,2025-10-19 15:22:02.605729,2025-10-19 15:22:09.439505,0 days 00:00:06.833776,True,1,40,15,85,300,COMPLETE
39,0.04958232282403665,2025-10-19 15:22:09.440953,2025-10-19 15:22:20.431911,0 days 00:00:10.990958,True,3,40,10,110,250,COMPLETE
